Intent Labels,Questions,Contexts,Answers
Student_Activities,What is the purpose of Student Activities at Wayne Community College?,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have.

Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment.

Student Government Association
The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students.

Clubs and Organizations
There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college.

Parking Decal and Student ID
All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid  your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt.

Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal.

Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office.

Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees.

Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information.

Student Lounge
Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes.

Campus Activities and Events
The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.",The purpose of Student Activities is to provide opportunities for students to enhance their learning at WCC and to have fun along the way.
Student_Activities,What is the Student Government Association (SGA)?,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have. Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment. Student Government Association The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students. Clubs and Organizations There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college. Parking Decal and Student ID All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt. Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal. Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office. Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees. Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information. Student Lounge Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes. Campus Activities and Events The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.","The SGA is an organization made up of officers elected by students to serve as a liaison between the administration and the students. They are responsible for many aspects of student life at WCC, including presenting student-related issues to the administration and providing fun opportunities for students."
Student_Activities,What are some examples of activities and events hosted by Student Activities?,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have. Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment. Student Government Association The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students. Clubs and Organizations There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college. Parking Decal and Student ID All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt. Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal. Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office. Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees. Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information. Student Lounge Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes. Campus Activities and Events The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.","Student Activities hosts a variety of campus activities and events throughout the year, including social events, intramural athletics, and entertainment."
Student_Activities,What is the purpose of clubs and organizations at WCC?,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have. Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment. Student Government Association The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students. Clubs and Organizations There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college. Parking Decal and Student ID All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt. Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal. Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office. Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees. Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information. Student Lounge Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes. Campus Activities and Events The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.","Clubs and organizations provide social and academic development beyond the classroom, and they give students another voice to the administration of the college."
Student_Activities,How do I obtain my Parking Decal and Student ID?,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have. Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment. Student Government Association The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students. Clubs and Organizations There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college. Parking Decal and Student ID All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt. Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal. Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office. Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees. Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information. Student Lounge Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes. Campus Activities and Events The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.","Once you have completed the registration process and paid your tuition, you can obtain your Parking Decal and Student ID by visiting Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt."
Student_Activities,Can I get a replacement for a lost or damaged student ID or parking decal?,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have. Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment. Student Government Association The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students. Clubs and Organizations There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college. Parking Decal and Student ID All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt. Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal. Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office. Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees. Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information. Student Lounge Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes. Campus Activities and Events The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.","Yes, damaged or lost IDs can be replaced at a cost of $5.00 per ID, and additional parking decals are $2.00. Temporary parking passes can also be obtained in the Student Activities office."
Student_Activities,How often do I need to validate my student ID card?,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have. Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment. Student Government Association The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students. Clubs and Organizations There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college. Parking Decal and Student ID All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt. Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal. Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office. Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees. Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information. Student Lounge Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes. Campus Activities and Events The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.",Student ID cards need to be validated each semester in the Business Office or Student Activities Office upon payment of fees.
Student_Activities,What amenities are available in the student lounge?,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have. Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment. Student Government Association The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students. Clubs and Organizations There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college. Parking Decal and Student ID All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt. Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal. Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office. Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees. Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information. Student Lounge Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes. Campus Activities and Events The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.","The student lounge includes a wide-screen television, tables, chairs, casual seating, and vending machines for students to enjoy."
Student_Activities,Are campus activities and events free for students?,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have. Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment. Student Government Association The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students. Clubs and Organizations There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college. Parking Decal and Student ID All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt. Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal. Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office. Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees. Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information. Student Lounge Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes. Campus Activities and Events The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.","Yes, all activities and events hosted by Student Activities are free for students who pay the activity fee."
Student_Activities,How can I find out more information about Student Activities,"Students come to Wayne Community College to get an education, to begin a new career, or enhance the career they already have.

Student Activities provides opportunities to enhance your learning at WCC, and to have a little fun along the way. The opportunities include everything from clubs and organizations to social events, and intramural athletics to entertainment.

Student Government Association
The Student Government Association is made up of officers that you elect to serve as your liaison to the administration of the college. The SGA also provides forums for students to engage in out-of-class student development activities. Your SGA is responsible for many aspects of student life at WCC, including everything from presenting student-related issues to the administration to providing fun opportunities for students.

Clubs and Organizations
There are many ways students can enhance their education at WCC, and becoming involved in a club and/or organization is a perfect way to do that. These clubs and organizations provide social and academic development beyond the classroom. Representatives from each club are also appointed to the SGA, giving you another voice to the administration of the college.

Parking Decal and Student ID
All WCC curriculum students are required to obtain and maintain an identification card and a parking decal. You can obtain your Parking Decal and Student ID once you have completed the registration process and paid  your tuition. Once this has been done, visit Student Activities located near the Student Lounge in the Wayne Learning Center with your receipt.

Each student receives only one free ID and parking decal. After registering and paying for your classes, bring your receipt to the Student Activities office located near the Student Lounge in the Wayne Learning Center to get your student ID card and parking decal.

Damaged or lost IDs will be replaced at a cost of $5.00 per ID and additional parking decals are $2.00. Temporary parking passes can be obtained in the Student Activities office.

Student ID cards are validated each semester in the Business Office or Student Activities Office upon payment of fees.

Call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information.

Student Lounge
Wayne Community College has a beautiful, modern student lounge for your enjoyment while you are between classes. The lounge includes a wide-screen television; tables, chairs and casual seating; and vending machines. Feel free to spend time in the lounge with your friends, studying or just to relax a moment between classes.

Campus Activities and Events
The Student Activities Office hosts a variety of campus activities and events throughout the year. All activities and events are free to students who pay an activity fee.",You can call the Student Activities office at (919) 739-6740 or (919) 739-6742 for office hours and other information.
Financial_Aid,What is the goal of the Financial Aid office at WCC?,"Financial Aid
WCC School Code: 008216
fatv-button-02

The goal of the Financial Aid office is to provide you with options that will help make the cost of your education affordable. Financial assistance may be available through federal, state and institutional student aid programs as well as scholarship programs.

The Financial Aid office is located in the Wayne Learning Center, Room 136B.

How To Apply
Applying for financial aid is free and can be done completely online. When you apply for financial aid, you are considered for all aid programs administered by the Financial Aid Office. Get started today.

To optimize potential awards, students should apply as soon as possible after October 1st each year.

Freeze Date and Financial Aid Eligibility


In accordance with federal regulations, the Office of Financial Aid will recalculate Federal and State aid based on the enrollment status as of the freeze date set by the college. The freeze date is the point at which your enrollment is locked for financial aid purposes.

Types Of Aid
Grants and scholarships are a couple of the types of financial aid options available for you to take advantage of.

Scholarships
The Financial Aid Office is often asked to administer scholarships that are provided by various groups, organizations and agencies. The Foundation of Wayne Community College also has many scholarships available to WCC students.

Online Forms
As a convenience to you, we have placed many of the financial aid forms online.

Satisfactory Academic Progress
Students receiving financial aid are required to maintain satisfactory academic progress in order to be eligible to receive assistance.

Summer Semester Financial Aid Eligibility
If a student received Financial Aid in the Fall and Spring semesters and had 12 credit hours or more for both semesters. To be eligible for Financial Aid in the summer semester the student will have to enroll in 6 credit hours or more.",The goal of the Financial Aid office is to provide students with options that will help make the cost of their education affordable.
Financial_Aid,What types of financial assistance may be available for students?,"Financial Aid
WCC School Code: 008216
fatv-button-02

The goal of the Financial Aid office is to provide you with options that will help make the cost of your education affordable. Financial assistance may be available through federal, state and institutional student aid programs as well as scholarship programs.

The Financial Aid office is located in the Wayne Learning Center, Room 136B.

How To Apply
Applying for financial aid is free and can be done completely online. When you apply for financial aid, you are considered for all aid programs administered by the Financial Aid Office. Get started today.

To optimize potential awards, students should apply as soon as possible after October 1st each year.

Freeze Date and Financial Aid Eligibility


In accordance with federal regulations, the Office of Financial Aid will recalculate Federal and State aid based on the enrollment status as of the freeze date set by the college. The freeze date is the point at which your enrollment is locked for financial aid purposes.

Types Of Aid
Grants and scholarships are a couple of the types of financial aid options available for you to take advantage of.

Scholarships
The Financial Aid Office is often asked to administer scholarships that are provided by various groups, organizations and agencies. The Foundation of Wayne Community College also has many scholarships available to WCC students.

Online Forms
As a convenience to you, we have placed many of the financial aid forms online.

Satisfactory Academic Progress
Students receiving financial aid are required to maintain satisfactory academic progress in order to be eligible to receive assistance.

Summer Semester Financial Aid Eligibility
If a student received Financial Aid in the Fall and Spring semesters and had 12 credit hours or more for both semesters. To be eligible for Financial Aid in the summer semester the student will have to enroll in 6 credit hours or more.","Financial assistance may be available through federal, state, and institutional student aid programs, as well as scholarship programs."
Financial_Aid,How can I apply for financial aid?,"Financial Aid
WCC School Code: 008216
fatv-button-02

The goal of the Financial Aid office is to provide you with options that will help make the cost of your education affordable. Financial assistance may be available through federal, state and institutional student aid programs as well as scholarship programs.

The Financial Aid office is located in the Wayne Learning Center, Room 136B.

How To Apply
Applying for financial aid is free and can be done completely online. When you apply for financial aid, you are considered for all aid programs administered by the Financial Aid Office. Get started today.

To optimize potential awards, students should apply as soon as possible after October 1st each year.

Freeze Date and Financial Aid Eligibility


In accordance with federal regulations, the Office of Financial Aid will recalculate Federal and State aid based on the enrollment status as of the freeze date set by the college. The freeze date is the point at which your enrollment is locked for financial aid purposes.

Types Of Aid
Grants and scholarships are a couple of the types of financial aid options available for you to take advantage of.

Scholarships
The Financial Aid Office is often asked to administer scholarships that are provided by various groups, organizations and agencies. The Foundation of Wayne Community College also has many scholarships available to WCC students.

Online Forms
As a convenience to you, we have placed many of the financial aid forms online.

Satisfactory Academic Progress
Students receiving financial aid are required to maintain satisfactory academic progress in order to be eligible to receive assistance.

Summer Semester Financial Aid Eligibility
If a student received Financial Aid in the Fall and Spring semesters and had 12 credit hours or more for both semesters. To be eligible for Financial Aid in the summer semester the student will have to enroll in 6 credit hours or more.","Applying for financial aid is free and can be done completely online. When you apply for financial aid, you are considered for all aid programs administered by the Financial Aid Office."
Financial_Aid,When is the best time to apply for financial aid?,"Financial Aid
WCC School Code: 008216
fatv-button-02

The goal of the Financial Aid office is to provide you with options that will help make the cost of your education affordable. Financial assistance may be available through federal, state and institutional student aid programs as well as scholarship programs.

The Financial Aid office is located in the Wayne Learning Center, Room 136B.

How To Apply
Applying for financial aid is free and can be done completely online. When you apply for financial aid, you are considered for all aid programs administered by the Financial Aid Office. Get started today.

To optimize potential awards, students should apply as soon as possible after October 1st each year.

Freeze Date and Financial Aid Eligibility


In accordance with federal regulations, the Office of Financial Aid will recalculate Federal and State aid based on the enrollment status as of the freeze date set by the college. The freeze date is the point at which your enrollment is locked for financial aid purposes.

Types Of Aid
Grants and scholarships are a couple of the types of financial aid options available for you to take advantage of.

Scholarships
The Financial Aid Office is often asked to administer scholarships that are provided by various groups, organizations and agencies. The Foundation of Wayne Community College also has many scholarships available to WCC students.

Online Forms
As a convenience to you, we have placed many of the financial aid forms online.

Satisfactory Academic Progress
Students receiving financial aid are required to maintain satisfactory academic progress in order to be eligible to receive assistance.

Summer Semester Financial Aid Eligibility
If a student received Financial Aid in the Fall and Spring semesters and had 12 credit hours or more for both semesters. To be eligible for Financial Aid in the summer semester the student will have to enroll in 6 credit hours or more.","To optimize potential awards, students should apply as sonn as possible after October 1st each year."
Financial_Aid,What is the freeze date for financial aid eligibility?,"Financial Aid
WCC School Code: 008216
fatv-button-02

The goal of the Financial Aid office is to provide you with options that will help make the cost of your education affordable. Financial assistance may be available through federal, state and institutional student aid programs as well as scholarship programs.

The Financial Aid office is located in the Wayne Learning Center, Room 136B.

How To Apply
Applying for financial aid is free and can be done completely online. When you apply for financial aid, you are considered for all aid programs administered by the Financial Aid Office. Get started today.

To optimize potential awards, students should apply as soon as possible after October 1st each year.

Freeze Date and Financial Aid Eligibility


In accordance with federal regulations, the Office of Financial Aid will recalculate Federal and State aid based on the enrollment status as of the freeze date set by the college. The freeze date is the point at which your enrollment is locked for financial aid purposes.

Types Of Aid
Grants and scholarships are a couple of the types of financial aid options available for you to take advantage of.

Scholarships
The Financial Aid Office is often asked to administer scholarships that are provided by various groups, organizations and agencies. The Foundation of Wayne Community College also has many scholarships available to WCC students.

Online Forms
As a convenience to you, we have placed many of the financial aid forms online.

Satisfactory Academic Progress
Students receiving financial aid are required to maintain satisfactory academic progress in order to be eligible to receive assistance.

Summer Semester Financial Aid Eligibility
If a student received Financial Aid in the Fall and Spring semesters and had 12 credit hours or more for both semesters. To be eligible for Financial Aid in the summer semester the student will have to enroll in 6 credit hours or more.","The freeze date is the point at which your enrollment is locked for financial aid purposes, and the Office of Financial Aid will recalculate Federal and State aid based on your enrollment status as of that date."
Financial_Aid,What are some types of financial aid options available for students?,"Financial Aid
WCC School Code: 008216
fatv-button-02

The goal of the Financial Aid office is to provide you with options that will help make the cost of your education affordable. Financial assistance may be available through federal, state and institutional student aid programs as well as scholarship programs.

The Financial Aid office is located in the Wayne Learning Center, Room 136B.

How To Apply
Applying for financial aid is free and can be done completely online. When you apply for financial aid, you are considered for all aid programs administered by the Financial Aid Office. Get started today.

To optimize potential awards, students should apply as soon as possible after October 1st each year.

Freeze Date and Financial Aid Eligibility


In accordance with federal regulations, the Office of Financial Aid will recalculate Federal and State aid based on the enrollment status as of the freeze date set by the college. The freeze date is the point at which your enrollment is locked for financial aid purposes.

Types Of Aid
Grants and scholarships are a couple of the types of financial aid options available for you to take advantage of.

Scholarships
The Financial Aid Office is often asked to administer scholarships that are provided by various groups, organizations and agencies. The Foundation of Wayne Community College also has many scholarships available to WCC students.

Online Forms
As a convenience to you, we have placed many of the financial aid forms online.

Satisfactory Academic Progress
Students receiving financial aid are required to maintain satisfactory academic progress in order to be eligible to receive assistance.

Summer Semester Financial Aid Eligibility
If a student received Financial Aid in the Fall and Spring semesters and had 12 credit hours or more for both semesters. To be eligible for Financial Aid in the summer semester the student will have to enroll in 6 credit hours or more.",Grants and scholarships are a couple of the types of financial aid options available for students to take advantage of.
Financial_Aid,Where can I find online financial aid forms?,"Financial Aid
WCC School Code: 008216
fatv-button-02

The goal of the Financial Aid office is to provide you with options that will help make the cost of your education affordable. Financial assistance may be available through federal, state and institutional student aid programs as well as scholarship programs.

The Financial Aid office is located in the Wayne Learning Center, Room 136B.

How To Apply
Applying for financial aid is free and can be done completely online. When you apply for financial aid, you are considered for all aid programs administered by the Financial Aid Office. Get started today.

To optimize potential awards, students should apply as soon as possible after October 1st each year.

Freeze Date and Financial Aid Eligibility


In accordance with federal regulations, the Office of Financial Aid will recalculate Federal and State aid based on the enrollment status as of the freeze date set by the college. The freeze date is the point at which your enrollment is locked for financial aid purposes.

Types Of Aid
Grants and scholarships are a couple of the types of financial aid options available for you to take advantage of.

Scholarships
The Financial Aid Office is often asked to administer scholarships that are provided by various groups, organizations and agencies. The Foundation of Wayne Community College also has many scholarships available to WCC students.

Online Forms
As a convenience to you, we have placed many of the financial aid forms online.

Satisfactory Academic Progress
Students receiving financial aid are required to maintain satisfactory academic progress in order to be eligible to receive assistance.

Summer Semester Financial Aid Eligibility
If a student received Financial Aid in the Fall and Spring semesters and had 12 credit hours or more for both semesters. To be eligible for Financial Aid in the summer semester the student will have to enroll in 6 credit hours or more.","As a convenience to students, many of the financial aid forms are available online."
